,LOAN_ID,orig_rt,orig_amt,orig_trm,oltv,ocltv,num_bo,dti,CSCORE_B,FTHB_FLG,purpose,PROP_TYP,NUM_UNIT,occ_stat,state,zip_3,mi_pct,CSCORE_C,relo_flg,MI_TYPE,ORIG_DTE,LAST_RT,LAST_UPB,msa,FCC_COST,PP_COST,AR_COST,IE_COST,TAX_COST,NS_PROCS,CE_PROCS,RMW_PROCS,O_PROCS,repch_flag,LAST_ACTIVITY_DATE,F30_DTE,F60_DTE,F90_DTE,F120_DTE,F180_DTE,FCE_DTE,F180_UPB,FCE_UPB,F30_UPB,F60_UPB,F90_UPB,MOD_FLAG,FMOD_DTE,FMOD_UPB,MODIR_COST,MODFB_COST,MODFG_COST,MODTRM_CHNG,MODUPB_CHNG,z_num_periods_120,F120_UPB,CSCORE_MN,ORIG_VAL,LAST_DTE,LAST_STAT,COMPLT_FLG,INT_COST,PFG_COST,NET_LOSS,NET_SEV,MODTOT_COST,F180_UPB_dum,F120_UPB_dum,F90_UPB_dum,F60_UPB_dum,F30_UPB_dum,time_arrears_tot,time_default,good_bad
63571,145000000000.0,6.125,284000,360,80,90,2.0,23.0,776.0,N,P,SF,1,P,CO,801,,782.0,N,None,01/09/2006,6.125,272789.92,19740,,,,,,,,,,0,01/11/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,776.0,355000.0,01/11/2009,P,,,,,,,0,0,0,0,0,0,0,1
64858,145000000000.0,6.25,205000,360,52,52,1.0,39.0,699.0,N,C,CO,1,P,NJ,70,,,N,None,01/09/2006,6.25,201498.75,35620,,,,,,,,,,0,01/04/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,699.0,394230.77,01/04/2008,P,,,,,,,0,0,0,0,0,0,0,1
64859,145000000000.0,6.25,146000,360,66,66,2.0,37.0,713.0,N,P,SF,2,I,MT,598,,783.0,N,None,01/10/2006,6.25,130974.96,33540,,,,,,,,,,0,01/03/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,713.0,221212.12,01/03/2013,P,,,,,,,0,0,0,0,0,0,0,1
64860,145000000000.0,6.25,112000,360,63,63,2.0,45.0,685.0,N,C,SF,1,P,FL,344,,668.0,N,None,01/08/2006,6.25,105928.53,36100,,,,,,,,,,0,01/12/2009,01/11/2009,,,,,,,,105928.53,,,0,,,,,0.0,0,0,,,668.0,177777.78,01/12/2009,P,,,,,,,0,0,0,0,1,1,0,1
67257,145000000000.0,6.375,160000,360,95,95,1.0,48.0,645.0,Y,P,PU,1,P,TX,775,25.0,,N,BPMI,01/11/2006,6.375,142153.19,26420,,,,,,,,,,0,01/04/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,645.0,168421.05,01/04/2013,P,,,,,,,0,0,0,0,0,0,0,1
67258,145000000000.0,6.375,140000,360,73,73,2.0,40.0,695.0,N,R,SF,1,P,WV,267,,698.0,N,None,01/10/2006,6.375,136679.33,19060,,,,,,,,,,0,01/10/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,695.0,191780.82,01/10/2008,P,,,,,,,0,0,0,0,0,0,0,1
67259,145000000000.0,6.375,100000,360,80,80,1.0,18.0,794.0,Y,P,SF,1,P,NC,278,,,N,None,01/09/2006,6.375,84991.28,40580,,,,,,,,,,0,01/06/2011,,,,,,,,,,,,0,,,,,0.0,0,0,,,794.0,125000.0,01/06/2011,P,,,,,,,0,0,0,0,0,0,0,1
67260,145000000000.0,6.375,128000,360,56,56,1.0,,813.0,N,P,SF,1,P,MO,640,,,N,None,01/09/2006,6.375,109025.8,28140,,,,,,,,,,0,01/06/2011,,,,,,,,,,,,0,,,,,0.0,0,0,,,813.0,228571.43,01/06/2011,P,,,,,,,0,0,0,0,0,0,0,1
67261,145000000000.0,6.375,184000,360,84,84,1.0,21.0,780.0,N,R,PU,1,P,GA,300,12.0,,N,LPMI,01/10/2006,6.375,182213.99,12060,,,,,,,,,,0,01/07/2007,,,,,,,,,,,,0,,,,,0.0,0,0,,,780.0,219047.62,01/07/2007,P,,,,,,,0,0,0,0,0,0,0,1
70038,145000000000.0,6.5,50000,180,56,56,2.0,23.0,693.0,N,R,SF,1,P,OH,431,,698.0,N,None,01/09/2006,6.5,706.65,18140,,,,,,,,,,0,01/09/2021,01/10/2016,,,,,,,,22573.08,,,0,,,,,0.0,0,0,,,693.0,89285.71,01/09/2021,P,,,,,,,0,0,0,0,1,1,0,1
70039,145000000000.0,6.5,150000,360,48,48,2.0,26.0,810.0,N,P,SF,1,P,IA,520,,797.0,N,None,01/07/2006,6.5,104748.42,20220,,,,,,,,,,0,01/03/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,797.0,312500.0,01/03/2009,P,,,,,,,0,0,0,0,0,0,0,1
70040,145000000000.0,6.5,133000,180,49,49,1.0,39.0,656.0,N,C,SF,1,P,MI,483,,,N,None,01/08/2006,6.5,1147.2,19820,,,,,,,,,,0,01/09/2021,,,,,,,,,,,,0,,,,,0.0,0,0,,,656.0,271428.57,01/09/2021,P,,,,,,,0,0,0,0,0,0,0,1
70041,145000000000.0,6.5,182000,360,80,95,2.0,29.0,697.0,N,R,SF,1,P,TN,385,,759.0,N,None,01/08/2006,6.5,173374.87,34980,,,,,,,,,,0,01/10/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,697.0,227500.0,01/10/2010,P,,,,,,,0,0,0,0,0,0,0,1
70042,145000000000.0,6.5,211000,360,80,80,1.0,26.0,611.0,N,R,SF,1,P,TX,750,,,N,None,01/07/2006,6.5,204311.16,19100,,,,,,,,,,0,01/07/2009,01/03/2009,,,,,,,,204988.54,,,0,,,,,0.0,0,0,,,611.0,263750.0,01/07/2009,P,,,,,,,0,0,0,0,1,1,0,1
75209,145000000000.0,6.75,84000,360,80,80,2.0,38.0,687.0,N,C,SF,1,I,MO,631,,775.0,N,None,01/11/2006,6.75,76669.12,41180,,,,,,,,,,0,01/01/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,687.0,105000.0,01/01/2013,P,,,,,,,0,0,0,0,0,0,0,1
75210,145000000000.0,6.75,131000,360,90,90,1.0,53.0,704.0,N,C,SF,1,P,LA,701,25.0,,N,BPMI,01/11/2006,6.75,119405.36,35380,,,,,,,,,,0,01/06/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,704.0,145555.56,01/06/2013,P,,,,,,,0,0,0,0,0,0,0,1
76583,145000000000.0,6.875,91000,360,35,35,2.0,,770.0,N,R,SF,1,P,AZ,864,,769.0,N,None,01/08/2006,6.875,89252.73,29420,,,,,,,,,,0,01/07/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,769.0,260000.0,01/07/2008,P,,,,,,,0,0,0,0,0,0,0,1
77610,145000000000.0,7.0,30000,360,55,55,1.0,27.0,755.0,Y,P,SF,1,P,VA,239,,,N,None,01/09/2006,7.0,21504.05,0,,,,,,,,,,0,01/09/2021,,,,,,,,,,,,0,,,,,0.0,0,0,,,755.0,54545.45,01/09/2021,C,,,,,,,0,0,0,0,0,0,0,1
78153,145000000000.0,7.25,310000,360,59,59,1.0,49.0,720.0,N,R,SF,1,P,MI,481,,,N,None,01/09/2006,7.25,,19820,,,,,,,,,,0,01/02/2007,,,,,,,,,,,,0,,,,,0.0,0,0,,,720.0,525423.73,01/02/2007,P,,,,,,,0,0,0,0,0,0,0,1
78154,145000000000.0,7.25,355000,360,65,65,2.0,64.0,681.0,N,C,SF,1,P,CA,917,,,N,None,01/10/2006,7.25,,31100,,,,,,,,,,0,01/05/2007,,,,,,,,,,,,0,,,,,0.0,0,0,,,681.0,546153.85,01/05/2007,P,,,,,,,0,0,0,0,0,0,0,1
78155,145000000000.0,7.25,183000,240,47,47,2.0,36.0,693.0,N,C,SF,1,P,CT,62,,700.0,N,None,01/07/2006,7.25,94920.15,49340,,,,,,,,,,0,01/02/2013,01/06/2011,,,,,,,,151051.25,,,0,,,,,0.0,0,0,,,693.0,389361.7,01/02/2013,P,,,,,,,0,0,0,0,1,1,0,1
79517,145000000000.0,6.0,350000,120,52,52,2.0,45.0,722.0,N,C,SF,1,P,NY,117,,,N,None,01/11/2006,6.0,8746.91,35620,,,,,,,,,,0,01/06/2016,,,,,,,,,,,,0,,,,,0.0,0,0,,,722.0,673076.92,01/06/2016,P,,,,,,,0,0,0,0,0,0,0,1
79518,145000000000.0,5.875,178000,360,80,80,1.0,22.0,669.0,N,P,SF,1,P,MI,495,,,N,None,01/10/2006,5.875,168585.39,24340,,,,,,,,,,0,01/12/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,669.0,222500.0,01/12/2010,P,,,,,,,0,0,0,0,0,0,0,1
79519,145000000000.0,6.375,200000,180,59,59,1.0,50.0,681.0,N,C,SF,1,P,IL,606,,,N,None,01/06/2006,6.375,164037.64,16980,,,,,,,,,,0,01/06/2010,01/09/2007,,,,,,,,190552.36,,,0,,,,,0.0,0,0,,,681.0,338983.05,01/06/2010,P,,,,,,,0,0,0,0,1,1,0,1
79520,145000000000.0,6.25,175000,360,48,48,2.0,20.0,771.0,N,P,SF,1,P,LA,704,,,N,None,01/09/2006,6.25,156114.81,12940,,,,,,,,,,0,01/06/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,771.0,364583.33,01/06/2013,P,,,,,,,0,0,0,0,0,0,0,1
79521,145000000000.0,6.5,340000,360,70,70,1.0,46.0,787.0,N,C,SF,1,P,CA,958,,,N,None,01/08/2006,6.5,324999.06,40900,,,,,,,,,,0,01/04/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,787.0,485714.29,01/04/2010,P,,,,,,,0,0,0,0,0,0,0,1
79522,145000000000.0,6.25,120000,360,60,60,1.0,40.0,802.0,N,C,SF,1,P,GA,398,,,N,None,01/09/2006,6.25,118834.34,0,,,,,,,,,,0,01/09/2007,,,,,,,,,,,,0,,,,,0.0,0,0,,,802.0,200000.0,01/09/2007,P,,,,,,,0,0,0,0,0,0,0,1
79523,145000000000.0,6.375,84000,120,16,43,1.0,46.0,671.0,N,C,SF,1,P,NY,117,,,N,None,01/11/2006,6.375,75088.27,35620,,,,,,,,,,0,01/06/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,671.0,525000.0,01/06/2008,P,,,,,,,0,0,0,0,0,0,0,1
79524,145000000000.0,7.0,50000,180,26,26,1.0,32.0,789.0,Y,P,CP,1,P,NY,113,,,N,None,01/09/2006,7.0,36410.84,35620,,,,,,,,,,0,01/08/2012,01/09/2008,,,,,,,,46308.57,,,0,,,,,0.0,0,0,,,789.0,192307.69,01/08/2012,P,,,,,,,0,0,0,0,1,1,0,1
79525,145000000000.0,6.625,77000,240,90,90,1.0,28.0,743.0,Y,P,CP,1,P,NY,111,12.0,,N,BPMI,01/11/2006,6.625,61405.41,35620,,,,,,,,,,0,01/11/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,743.0,85555.56,01/11/2012,P,,,,,,,0,0,0,0,0,0,0,1
79526,145000000000.0,6.875,155000,240,60,60,1.0,28.0,632.0,N,C,SF,1,P,NJ,80,,,N,None,01/10/2006,6.875,141082.99,37980,,,,,,,,,,0,01/05/2010,01/12/2009,,,,,,,,142959.77,,,0,,,,,0.0,0,0,,,632.0,258333.33,01/05/2010,P,,,,,,,0,0,0,0,1,1,0,1
88712,145000000000.0,6.45,99000,360,80,80,1.0,30.0,656.0,N,R,SF,1,P,MO,656,,,N,None,01/11/2006,6.45,92884.02,0,2095.65,4348.87,0.0,281.02,928.39,60717.95,0.0,0.0,2000.0,0,01/01/2012,01/06/2011,01/07/2011,01/09/2011,01/10/2011,01/12/2011,01/12/2011,92884.02,99000.0,93003.48,93003.48,92884.02,0,,,,,0.0,0,0,58.0,92884.02,656.0,123750.0,01/11/2012,F,1.0,8026.73,0.0,45846.73,0.493591,,1,1,1,1,1,5,2,0
90110,145000000000.0,6.75,128000,360,80,80,1.0,37.0,684.0,N,C,SF,1,P,FL,329,,,N,None,01/07/2006,6.75,124185.74,37340,7104.85,5082.0,0.0,8067.46,4436.12,33588.78,0.0,0.0,9038.42,0,01/08/2012,01/06/2007,01/06/2009,01/07/2009,01/08/2009,01/10/2009,01/10/2009,124185.74,128000.0,127058.19,124185.74,124185.74,0,,,,,0.0,0,0,35.0,124185.74,684.0,160000.0,01/01/2013,F,1.0,29804.58,0.0,136053.55,1.095565,,1,1,1,1,1,5,2,0
90123,145000000000.0,6.875,128000,360,80,90,1.0,45.0,702.0,N,R,CO,1,P,IL,601,,,N,None,01/09/2006,6.875,124363.35,16980,5593.68,1958.09,0.0,-1304.58,7707.79,51057.12,0.0,0.0,29.92,0,01/10/2011,01/02/2009,01/07/2009,01/08/2009,01/09/2009,01/11/2009,01/11/2009,124363.35,128000.0,124869.56,124363.35,124363.35,0,,,,,0.0,0,0,35.0,124363.35,702.0,160000.0,01/03/2012,F,1.0,22991.67,0.0,110222.96,0.886298,,1,1,1,1,1,5,2,0
90443,145000000000.0,6.25,137000,360,93,93,1.0,38.0,729.0,Y,P,PU,1,P,MN,560,30.0,,N,BPMI,01/11/2006,6.25,131391.22,31860,2776.44,2820.0,0.0,564.53,2062.0,105998.32,37842.53,0.0,847.49,0,01/09/2010,01/12/2009,01/02/2010,01/03/2010,01/04/2010,01/06/2010,01/06/2010,131391.22,137000.0,131546.56,131391.22,131391.22,0,,,,,0.0,0,0,40.0,131391.22,729.0,147311.83,01/08/2011,F,1.0,12920.14,0.0,7845.99,0.059715,,1,1,1,1,1,5,2,0
91260,145000000000.0,6.0,151000,360,80,95,1.0,44.0,778.0,N,P,SF,1,P,GA,302,,,N,None,01/10/2006,6.0,147309.55,12060,1478.71,1120.0,0.0,1911.62,1906.38,38000.0,0.0,0.0,0.0,0,01/09/2010,01/12/2008,01/01/2009,01/02/2009,01/03/2009,01/05/2009,01/05/2009,147309.55,151000.0,147309.55,147309.55,147309.55,0,,,,,0.0,0,0,28.0,147309.55,778.0,188750.0,01/09/2010,T,1.0,15258.81,0.0,130985.07,0.889182,,1,1,1,1,1,5,2,0
91481,145000000000.0,6.625,155000,360,82,82,1.0,28.0,770.0,N,R,PU,1,P,IN,462,12.0,,N,BPMI,01/09/2006,6.625,151320.51,26900,3975.28,32847.4,0.0,-492.37,3659.65,127009.09,19887.64,0.0,18887.16,0,01/10/2009,01/09/2008,01/10/2008,01/11/2008,01/12/2008,01/02/2009,01/02/2009,151320.51,155000.0,151320.51,151320.51,151320.51,0,,,,,0.0,0,0,26.0,151320.51,770.0,189024.39,01/03/2010,F,1.0,15034.32,0.0,40560.9,0.268046,,1,1,1,1,1,5,2,0
91667,145000000000.0,6.625,163000,360,74,74,1.0,28.0,634.0,N,C,SF,1,P,OH,452,,,N,None,01/10/2006,6.625,155301.29,17140,9142.53,3690.0,500.0,1778.61,6118.48,93331.89,0.0,0.0,2240.12,0,01/04/2012,01/10/2007,01/11/2010,01/12/2010,01/01/2011,01/03/2011,01/03/2011,155301.29,163000.0,161327.39,155301.29,155301.29,0,,,,,0.0,0,0,50.0,155301.29,634.0,220270.27,01/04/2013,F,1.0,25174.99,0.0,106133.89,0.683406,,1,1,1,1,1,5,2,0
91868,145000000000.0,6.375,165000,360,77,77,1.0,49.0,751.0,N,R,SF,1,P,AZ,850,,,N,None,01/10/2006,6.375,159607.21,38060,2101.28,1605.0,0.0,-444.63,516.26,50913.75,0.0,0.0,0.0,0,01/01/2010,01/07/2009,01/08/2009,01/09/2009,01/10/2009,01/12/2009,01/12/2009,159607.21,165000.0,159607.21,159607.21,159607.21,0,,,,,0.0,0,0,35.0,159607.21,751.0,214285.71,01/03/2010,F,1.0,7212.25,0.0,119683.62,0.749863,,1,1,1,1,1,5,2,0
92204,145000000000.0,6.875,170000,360,80,80,2.0,25.0,622.0,N,C,SF,1,P,FL,321,,624.0,N,None,01/09/2006,6.875,166002.22,19660,7986.4,13898.7,2900.0,7675.28,5226.47,106292.44,0.0,0.0,733.94,0,01/05/2013,01/01/2008,01/02/2008,01/03/2008,01/04/2008,01/10/2008,01/10/2008,166803.91,170000.0,167428.98,167428.98,167428.98,0,,,,,0.0,0,0,18.0,167428.98,622.0,212500.0,01/11/2013,F,1.0,55963.5,0.0,152626.19,0.919423,,1,1,1,1,1,5,2,0
92727,145000000000.0,6.25,184000,360,80,80,1.0,58.0,687.0,N,C,SF,1,P,OR,975,,,N,None,01/09/2006,6.25,176684.63,32780,5423.67,4835.37,0.0,-68.05,1753.91,111301.55,0.0,0.0,0.0,0,01/09/2010,01/12/2009,01/02/2010,01/03/2010,01/04/2010,01/06/2010,01/06/2010,176684.63,184000.0,176896.22,176684.63,176684.63,0,,,,,0.0,0,0,42.0,176684.63,687.0,230000.0,01/12/2010,F,1.0,10424.39,0.0,87752.37,0.496661,,1,1,1,1,1,5,2,0
92869,145000000000.0,6.625,184000,360,80,80,2.0,48.0,655.0,N,C,SF,1,P,CA,935,,651.0,N,None,01/09/2006,6.625,179348.9,12540,1916.14,2075.0,0.0,-346.33,4284.24,52760.77,0.0,0.0,10091.69,0,01/03/2011,01/02/2009,01/03/2009,01/04/2009,01/05/2009,01/07/2009,01/07/2009,179348.9,184000.0,179348.9,179348.9,179348.9,0,,,,,0.0,0,0,30.0,179348.9,651.0,230000.0,01/09/2011,F,1.0,30011.05,0.0,154436.54,0.861096,,1,1,1,1,1,5,2,0
93037,145000000000.0,6.75,188000,360,80,80,1.0,50.0,777.0,N,P,PU,1,P,FL,342,,,N,None,01/07/2006,6.75,182817.67,35840,8261.24,10898.32,0.0,10962.65,6160.12,95024.75,0.0,0.0,0.0,0,01/01/2013,01/02/2009,01/03/2009,01/04/2009,01/05/2009,01/07/2009,01/07/2009,182817.67,188000.0,182817.67,182817.67,182817.67,0,,,,,0.0,0,0,33.0,182817.67,777.0,235000.0,01/06/2013,F,1.0,51676.46,0.0,175751.71,0.96135,,1,1,1,1,1,5,2,0
93673,145000000000.0,6.5,200000,360,80,80,1.0,51.0,714.0,N,C,SF,1,P,WA,983,,,N,None,01/09/2006,6.5,195122.46,42660,3998.06,12856.95,885.0,-194.11,2683.83,144001.28,0.0,0.0,0.0,0,01/07/2009,01/06/2007,01/07/2007,01/08/2007,01/08/2008,01/05/2009,01/05/2009,195122.46,200000.0,198713.59,198713.59,198713.59,0,,,,,0.0,0,0,22.0,196542.13,714.0,250000.0,01/01/2010,F,1.0,14000.04,0.0,85350.95,0.437422,,1,1,1,1,1,5,2,0
94143,145000000000.0,6.75,210000,360,68,68,2.0,33.0,746.0,N,C,SF,1,I,CA,958,,736.0,N,None,01/09/2006,6.75,204974.77,40900,2088.23,1255.0,0.0,0.0,1855.6,77779.63,0.0,152482.15,0.0,0,01/10/2009,01/12/2008,01/01/2009,01/02/2009,01/03/2009,01/05/2009,01/05/2009,204974.77,210000.0,204974.77,204974.77,204974.77,0,,,,,0.0,0,0,29.0,204974.77,736.0,308823.53,01/12/2009,F,1.0,14211.58,0.0,-5876.6,-0.02867,,1,1,1,1,1,5,2,0
95180,145000000000.0,7.375,240000,360,62,62,1.0,64.0,604.0,N,C,PU,1,P,FL,347,,,N,None,01/08/2006,3.0,210098.6,36740,,,,,,,,,,0,01/01/2013,01/10/2009,01/11/2009,01/12/2009,01/01/2010,01/03/2010,01/03/2010,232666.74,240000.0,232666.74,232666.74,232666.74,1,01/05/2011,258773.59,16698.38,0.0,0.0,0,1,40.0,232666.74,604.0,387096.77,01/01/2013,R,,,,,,16698.38,1,1,1,1,1,5,2,0
95378,145000000000.0,6.25,250000,360,73,73,1.0,28.0,659.0,N,C,CO,1,P,CA,935,,,N,None,01/09/2006,6.25,238020.35,31080,2400.92,2320.0,5.0,1627.23,3525.31,68157.26,0.0,0.0,0.0,0,01/06/2011,01/07/2010,01/08/2010,01/09/2010,01/10/2010,01/12/2010,01/12/2010,238020.35,250000.0,238020.35,238020.35,238020.35,0,,,,,0.0,0,0,48.0,238020.35,659.0,342465.75,01/01/2012,F,1.0,22235.07,0.0,201976.62,0.848569,,1,1,1,1,1,5,2,0
96281,145000000000.0,6.5,288000,360,80,80,1.0,44.0,704.0,N,C,PU,1,P,FL,327,,,N,None,01/10/2006,6.5,271545.77,19660,486.5,0.0,1700.0,127.91,2699.58,144830.66,0.0,156790.01,0.0,0,01/04/2011,01/12/2009,01/01/2010,01/02/2010,01/03/2010,01/05/2010,01/05/2010,271545.77,288000.0,271545.77,271545.77,271545.77,0,,,,,0.0,0,0,40.0,271545.77,704.0,360000.0,01/04/2011,S,1.0,23658.43,0.0,-1402.48,-0.005165,,1,1,1,1,1,5,2,0
96898,145000000000.0,6.875,313000,360,77,77,2.0,46.0,654.0,N,C,SF,1,P,MD,217,,678.0,N,None,01/10/2006,5.375,275498.16,12580,,,,,,,,,,0,01/05/2015,01/02/2009,01/10/2009,01/11/2009,01/12/2009,01/03/2010,01/03/2010,299806.44,313000.0,302563.25,300143.06,300143.06,1,01/08/2010,304292.19,20311.58,0.0,0.0,0,1,37.0,300143.06,654.0,406493.51,01/05/2015,P,,,,,,20311.58,1,1,1,1,1,5,2,0
99038,145000000000.0,5.75,83000,360,93,104,1.0,28.0,787.0,Y,P,SF,1,P,FL,349,18.0,,N,BPMI,01/11/2003,5.75,72808.84,38940,845.58,0.0,1030.0,192.94,0.0,29455.36,13679.24,0.0,0.0,0,01/04/2011,01/11/2010,01/12/2010,01/01/2011,01/02/2011,,01/04/2011,,72808.84,72808.84,72808.84,72808.84,0,,,,,0.0,0,0,86.0,72808.84,787.0,89247.31,01/04/2011,S,1.0,1965.84,0.0,33708.6,0.462974,,0,1,1,1,1,4,1,0
101037,145000000000.0,6.25,215000,360,67,67,2.0,48.0,650.0,N,P,PU,1,P,IL,600,,644.0,N,None,01/11/2006,6.25,191887.32,16980,,,,,,,,,,0,01/12/2013,01/09/2007,01/11/2009,01/12/2009,01/01/2010,,,,,213270.55,207453.16,206129.37,0,,,,,0.0,0,0,37.0,206129.37,644.0,320895.52,01/12/2013,P,,,,,,,0,1,1,1,1,4,1,0
102201,145000000000.0,5.75,272000,360,80,90,1.0,39.0,797.0,Y,P,PU,1,P,CA,958,,,N,None,01/11/2006,5.75,242243.64,40900,,,,,,,,,,0,01/09/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,797.0,340000.0,01/09/2012,P,,,,,,,0,0,0,0,0,0,0,1
102451,145000000000.0,5.875,202000,360,80,80,2.0,45.0,790.0,N,P,PU,1,P,ID,836,,798.0,N,None,01/09/2006,5.875,186512.98,14260,,,,,,,,,,0,01/11/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,790.0,252500.0,01/11/2010,P,,,,,,,0,0,0,0,0,0,0,1
102452,145000000000.0,5.875,122000,180,66,66,2.0,26.0,710.0,N,C,SF,1,P,PA,187,,752.0,N,None,01/10/2006,5.875,112353.83,42540,,,,,,,,,,0,01/09/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,710.0,184848.48,01/09/2008,P,,,,,,,0,0,0,0,0,0,0,1
103571,145000000000.0,6.125,388000,360,80,95,2.0,48.0,804.0,N,P,SF,1,P,TX,770,,729.0,N,None,01/08/2006,6.125,379746.42,26420,,,,,,,,,,0,01/06/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,729.0,485000.0,01/06/2008,P,,,,,,,0,0,0,0,0,0,0,1
103572,145000000000.0,6.125,72000,120,34,34,2.0,30.0,708.0,N,C,SF,1,P,FL,329,,727.0,N,None,01/11/2006,6.125,46784.69,42680,,,,,,,,,,0,01/09/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,708.0,211764.71,01/09/2010,P,,,,,,,0,0,0,0,0,0,0,1
103573,145000000000.0,6.125,207000,240,76,76,2.0,34.0,760.0,N,C,SF,1,P,ME,40,,806.0,N,None,01/10/2006,6.125,133218.89,38860,,,,,,,,,,0,01/01/2017,,,,,,,,,,,,0,,,,,0.0,0,0,,,760.0,272368.42,01/01/2017,P,,,,,,,0,0,0,0,0,0,0,1
104131,145000000000.0,6.25,280000,360,62,62,2.0,39.0,788.0,N,P,SF,1,P,WA,981,,770.0,N,None,01/10/2006,6.25,273439.13,42660,,,,,,,,,,0,01/12/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,770.0,451612.9,01/12/2008,P,,,,,,,0,0,0,0,0,0,0,1
105151,145000000000.0,6.375,267000,360,49,49,2.0,45.0,784.0,N,C,SF,1,P,VT,56,,798.0,N,None,01/10/2006,6.375,250544.29,0,,,,,,,,,,0,01/08/2011,,,,,,,,,,,,0,,,,,0.0,0,0,,,784.0,544897.96,01/08/2011,P,,,,,,,0,0,0,0,0,0,0,1
106744,145000000000.0,6.5,58000,360,59,59,2.0,33.0,812.0,Y,P,PU,1,P,IN,468,,809.0,N,None,01/08/2006,6.5,46191.59,23060,,,,,,,,,,0,01/03/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,809.0,98305.08,01/03/2008,P,,,,,,,0,0,0,0,0,0,0,1
106745,145000000000.0,6.5,148000,360,80,80,1.0,22.0,784.0,N,C,SF,1,P,IL,604,,,N,None,01/11/2006,6.5,134883.49,16980,,,,,,,,,,0,01/02/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,784.0,185000.0,01/02/2013,P,,,,,,,0,0,0,0,0,0,0,1
108510,145000000000.0,6.75,134000,360,75,75,1.0,4.0,680.0,N,P,CO,1,I,WI,531,,,N,None,01/10/2006,6.75,132320.39,33340,,,,,,,,,,0,01/04/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,680.0,178666.67,01/04/2008,P,,,,,,,0,0,0,0,0,0,0,1
108511,145000000000.0,6.75,194000,360,80,80,2.0,46.0,679.0,N,P,PU,1,P,FL,322,,593.0,N,None,01/08/2006,6.75,177342.06,27260,,,,,,,,,,0,01/05/2013,01/04/2013,,,,,,,,177342.06,,,0,,,,,0.0,0,0,,,593.0,242500.0,01/05/2013,P,,,,,,,0,0,0,0,1,1,0,1
109374,145000000000.0,6.875,104000,360,80,80,1.0,41.0,777.0,N,P,PU,1,S,ID,833,,,N,None,01/08/2006,6.875,100448.16,0,,,,,,,,,,0,01/07/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,777.0,130000.0,01/07/2009,P,,,,,,,0,0,0,0,0,0,0,1
