,LOAN_ID,orig_rt,orig_amt,orig_trm,oltv,ocltv,num_bo,dti,CSCORE_B,FTHB_FLG,purpose,PROP_TYP,NUM_UNIT,occ_stat,state,zip_3,mi_pct,CSCORE_C,relo_flg,MI_TYPE,ORIG_DTE,LAST_RT,LAST_UPB,msa,FCC_COST,PP_COST,AR_COST,IE_COST,TAX_COST,NS_PROCS,CE_PROCS,RMW_PROCS,O_PROCS,repch_flag,LAST_ACTIVITY_DATE,F30_DTE,F60_DTE,F90_DTE,F120_DTE,F180_DTE,FCE_DTE,F180_UPB,FCE_UPB,F30_UPB,F60_UPB,F90_UPB,MOD_FLAG,FMOD_DTE,FMOD_UPB,MODIR_COST,MODFB_COST,MODFG_COST,MODTRM_CHNG,MODUPB_CHNG,z_num_periods_120,F120_UPB,CSCORE_MN,ORIG_VAL,LAST_DTE,LAST_STAT,COMPLT_FLG,INT_COST,PFG_COST,NET_LOSS,NET_SEV,MODTOT_COST,F180_UPB_dum,F120_UPB_dum,F90_UPB_dum,F60_UPB_dum,F30_UPB_dum,time_arrears_tot,time_default,good_bad
110907,145000000000.0,7.25,96000,360,85,85,2.0,43.0,638.0,N,C,SF,1,P,IN,465,12.0,639.0,N,BPMI,01/08/2006,7.25,74704.22,21140,,,,,,,,,,0,01/08/2020,,,,,,,,,,,,0,,,,,0.0,0,0,,,638.0,112941.18,01/08/2020,P,,,,,,,0,0,0,0,0,0,0,1
115433,145000000000.0,6.625,120000,360,73,73,1.0,40.0,665.0,N,P,PU,1,P,AZ,853,,,N,None,01/08/2006,6.625,118118.49,38060,,,,,,,,,,0,01/03/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,665.0,164383.56,01/03/2008,P,,,,,,,0,0,0,0,0,0,0,1
115434,145000000000.0,6.0,185000,180,67,67,2.0,48.0,765.0,N,C,PU,1,P,ID,837,,765.0,N,None,01/09/2006,6.0,166213.99,14260,,,,,,,,,,0,01/02/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,765.0,276119.4,01/02/2009,P,,,,,,,0,0,0,0,0,0,0,1
115435,145000000000.0,6.375,315000,360,80,80,2.0,29.0,784.0,N,C,SF,1,P,UT,840,,784.0,N,None,01/09/2006,6.375,306748.34,41620,,,,,,,,,,0,01/02/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,784.0,393750.0,01/02/2009,P,,,,,,,0,0,0,0,0,0,0,1
115436,145000000000.0,6.25,128000,180,92,92,2.0,37.0,660.0,N,R,SF,1,P,KS,671,25.0,660.0,N,BPMI,01/10/2006,6.25,103838.09,48620,,,,,,,,,,0,01/01/2011,01/10/2007,,,,,,,,123532.26,,,0,,,,,0.0,0,0,,,660.0,139130.43,01/01/2011,P,,,,,,,0,0,0,0,1,1,0,1
115437,145000000000.0,6.625,230000,360,73,73,2.0,44.0,644.0,N,R,SF,1,P,MT,590,,663.0,N,None,01/10/2006,6.625,214257.05,0,,,,,,,,,,0,01/04/2012,01/03/2008,,,,,,,,226606.84,,,0,,,,,0.0,0,0,,,644.0,315068.49,01/04/2012,P,,,,,,,0,0,0,0,1,1,0,1
115438,145000000000.0,5.875,300000,360,80,80,2.0,42.0,782.0,Y,P,CO,1,P,VA,222,,796.0,N,None,01/10/2006,5.875,279872.24,47900,,,,,,,,,,0,01/11/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,782.0,375000.0,01/11/2010,P,,,,,,,0,0,0,0,0,0,0,1
115439,145000000000.0,6.25,110000,360,54,54,2.0,39.0,699.0,N,C,SF,1,P,FL,335,,772.0,N,None,01/10/2006,6.25,106848.4,45300,,,,,,,,,,0,01/05/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,699.0,203703.7,01/05/2008,P,,,,,,,0,0,0,0,0,0,0,1
115440,145000000000.0,6.625,413000,360,59,59,2.0,39.0,783.0,N,R,PU,1,P,CA,913,,780.0,N,None,01/08/2006,6.625,,37100,,,,,,,,,,0,01/12/2006,,,,,,,,,,,,0,,,,,0.0,0,0,,,780.0,700000.0,01/12/2006,P,,,,,,,0,0,0,0,0,0,0,1
115441,145000000000.0,6.375,166000,360,80,80,1.0,,802.0,N,P,CO,1,P,WI,535,,,N,None,01/11/2006,6.375,153595.53,31540,,,,,,,,,,0,01/10/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,802.0,207500.0,01/10/2012,P,,,,,,,0,0,0,0,0,0,0,1
115442,145000000000.0,6.375,242000,360,70,70,2.0,22.0,703.0,N,C,PU,1,P,OH,430,,680.0,N,None,01/11/2006,6.375,222281.28,18140,,,,,,,,,,0,01/12/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,680.0,345714.29,01/12/2012,P,,,,,,,0,0,0,0,0,0,0,1
115443,145000000000.0,5.5,94000,120,37,37,2.0,28.0,814.0,N,R,SF,1,P,WA,982,,806.0,N,None,01/01/2006,5.5,3998.93,13380,,,,,,,,,,0,01/10/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,806.0,254054.05,01/10/2012,P,,,,,,,0,0,0,0,0,0,0,1
115444,145000000000.0,6.625,127000,360,80,80,1.0,32.0,733.0,N,R,PU,1,P,OH,452,,,N,None,01/10/2006,6.625,123535.22,17140,,,,,,,,,,0,01/02/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,733.0,158750.0,01/02/2009,P,,,,,,,0,0,0,0,0,0,0,1
115445,145000000000.0,6.125,208000,240,80,86,1.0,46.0,760.0,Y,P,CO,1,P,NY,126,,,N,None,01/09/2006,6.125,133524.63,35620,,,,,,,,,,0,01/11/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,760.0,260000.0,01/11/2012,P,,,,,,,0,0,0,0,0,0,0,1
115446,145000000000.0,6.0,130000,180,80,80,1.0,32.0,672.0,N,C,SF,1,P,KY,402,,,N,None,01/09/2006,6.0,109551.22,31140,,,,,,,,,,0,01/02/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,672.0,162500.0,01/02/2009,P,,,,,,,0,0,0,0,0,0,0,1
115447,145000000000.0,7.25,170000,360,54,54,1.0,52.0,714.0,N,P,SF,1,P,MA,14,,,N,None,01/08/2006,7.25,168777.2,49340,,,,,,,,,,0,01/06/2007,,,,,,,,,,,,0,,,,,0.0,0,0,,,714.0,314814.81,01/06/2007,P,,,,,,,0,0,0,0,0,0,0,1
115448,145000000000.0,6.375,163000,240,76,76,1.0,34.0,589.0,N,R,SF,1,P,OH,454,,,N,None,01/12/2006,6.375,138267.45,19380,,,,,,,,,,0,01/03/2012,01/06/2008,,,,,,,,157177.91,,,0,,,,,0.0,0,0,,,589.0,214473.68,01/03/2012,P,,,,,,,0,0,0,0,1,1,0,1
115449,145000000000.0,6.25,252000,360,90,90,2.0,44.0,764.0,N,R,SF,1,P,AR,717,30.0,736.0,N,BPMI,01/10/2006,6.25,245945.25,0,,,,,,,,,,0,01/09/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,736.0,280000.0,01/09/2008,P,,,,,,,0,0,0,0,0,0,0,1
115450,145000000000.0,6.375,124000,360,78,78,2.0,17.0,801.0,N,R,SF,1,P,IN,471,,797.0,N,None,01/10/2006,6.375,117420.36,31140,,,,,,,,,,0,01/10/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,797.0,158974.36,01/10/2009,P,,,,,,,0,0,0,0,0,0,0,1
115451,145000000000.0,6.375,169000,360,92,92,2.0,32.0,754.0,N,R,SF,1,P,MS,393,25.0,757.0,N,BPMI,01/08/2006,6.375,163140.97,0,,,,,,,,,,0,01/06/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,754.0,183695.65,01/06/2009,P,,,,,,,0,0,0,0,0,0,0,1
115452,145000000000.0,6.25,156000,360,48,48,2.0,27.0,790.0,N,C,SF,1,P,MN,563,,781.0,N,None,01/11/2006,6.25,150955.04,41060,,,,,,,,,,0,01/05/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,781.0,325000.0,01/05/2009,P,,,,,,,0,0,0,0,0,0,0,1
115453,145000000000.0,6.25,259000,360,73,73,2.0,35.0,785.0,N,C,SF,1,P,CA,959,,718.0,N,None,01/10/2006,6.25,232840.87,49700,,,,,,,,,,0,01/07/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,718.0,354794.52,01/07/2012,P,,,,,,,0,0,0,0,0,0,0,1
115454,145000000000.0,6.5,55000,180,13,13,2.0,31.0,809.0,N,C,SF,1,P,MA,18,,820.0,N,None,01/09/2006,6.5,4742.03,14460,,,,,,,,,,0,01/10/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,809.0,423076.92,01/10/2008,P,,,,,,,0,0,0,0,0,0,0,1
115455,145000000000.0,6.375,87000,360,90,90,1.0,44.0,760.0,N,R,SF,1,P,NY,146,25.0,,N,BPMI,01/09/2006,6.375,78377.05,40380,,,,,,,,,,0,01/04/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,760.0,96666.67,01/04/2012,P,,,,,,,0,0,0,0,0,0,0,1
115456,145000000000.0,6.5,134000,360,73,73,1.0,35.0,718.0,N,C,SF,1,P,MD,216,,,N,None,01/09/2006,6.5,130440.56,0,,,,,,,,,,0,01/02/2009,01/10/2008,,,,,,,,131041.38,,,0,,,,,0.0,0,0,,,718.0,183561.64,01/02/2009,P,,,,,,,0,0,0,0,1,1,0,1
115457,145000000000.0,6.375,138000,360,80,80,1.0,42.0,736.0,N,P,SF,1,P,GA,301,,,N,None,01/09/2006,6.375,129963.52,12060,,,,,,,,,,0,01/02/2011,,,,,,,,,,,,0,,,,,0.0,0,0,,,736.0,172500.0,01/02/2011,P,,,,,,,0,0,0,0,0,0,0,1
115458,145000000000.0,5.99,137000,360,40,40,2.0,32.0,790.0,N,R,SF,1,P,MN,553,,790.0,N,None,01/10/2006,5.99,134728.02,33460,,,,,,,,,,0,01/03/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,790.0,342500.0,01/03/2008,P,,,,,,,0,0,0,0,0,0,0,1
115459,145000000000.0,5.875,137000,360,90,90,2.0,53.0,723.0,N,P,SF,1,P,LA,712,25.0,671.0,N,BPMI,01/12/2006,5.875,126143.52,33740,,,,,,,,,,0,01/07/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,671.0,152222.22,01/07/2012,P,,,,,,,0,0,0,0,0,0,0,1
115460,145000000000.0,6.125,78000,180,65,65,2.0,62.0,677.0,N,R,SF,1,P,WI,538,,741.0,N,None,01/11/2006,6.125,66473.91,0,,,,,,,,,,0,01/03/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,677.0,120000.0,01/03/2010,P,,,,,,,0,0,0,0,0,0,0,1
115461,145000000000.0,6.25,193000,360,68,68,2.0,45.0,702.0,N,C,SF,1,P,GA,300,,702.0,N,None,01/10/2006,6.25,182036.87,12060,,,,,,,,,,0,01/01/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,702.0,283823.53,01/01/2010,P,,,,,,,0,0,0,0,0,0,0,1
115462,145000000000.0,6.25,309000,360,68,68,2.0,34.0,780.0,N,R,PU,1,P,IL,605,,783.0,N,None,01/11/2006,6.25,304438.06,16980,,,,,,,,,,0,01/04/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,780.0,454411.76,01/04/2008,P,,,,,,,0,0,0,0,0,0,0,1
115463,145000000000.0,6.25,140000,360,53,53,2.0,32.0,742.0,N,C,SF,1,P,CO,805,,753.0,N,None,01/10/2006,6.25,103198.06,14500,,,,,,,,,,0,01/04/2020,,,,,,,,,,,,0,,,,,0.0,0,0,,,742.0,264150.94,01/04/2020,P,,,,,,,0,0,0,0,0,0,0,1
115464,145000000000.0,6.125,79000,180,80,80,2.0,62.0,734.0,N,R,SF,1,P,AL,355,,793.0,N,None,01/09/2006,6.125,54054.27,0,,,,,,,,,,0,01/03/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,734.0,98750.0,01/03/2013,P,,,,,,,0,0,0,0,0,0,0,1
115465,145000000000.0,5.875,201000,360,69,69,2.0,22.0,793.0,N,R,SF,1,P,WI,532,,776.0,N,None,01/11/2006,5.875,197510.2,33340,,,,,,,,,,0,01/03/2008,01/12/2007,,,,,,,,198178.85,,,0,,,,,0.0,0,0,,,776.0,291304.35,01/03/2008,P,,,,,,,0,0,0,0,1,1,0,1
115466,145000000000.0,5.625,249000,180,69,69,2.0,29.0,688.0,N,C,SF,1,P,NH,37,,708.0,N,None,01/09/2006,5.625,195566.78,0,,,,,,,,,,0,01/04/2011,,,,,,,,,,,,0,,,,,0.0,0,0,,,688.0,360869.57,01/04/2011,P,,,,,,,0,0,0,0,0,0,0,1
115467,145000000000.0,6.5,215000,360,89,89,2.0,40.0,802.0,N,P,PU,1,P,MO,640,17.0,791.0,N,BPMI,01/08/2006,6.5,204876.24,28140,,,,,,,,,,0,01/07/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,791.0,241573.03,01/07/2010,P,,,,,,,0,0,0,0,0,0,0,1
115468,145000000000.0,5.875,350000,360,78,78,2.0,32.0,808.0,N,C,PU,1,P,VA,227,,802.0,N,None,01/11/2006,5.875,323741.12,0,,,,,,,,,,0,01/04/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,802.0,448717.95,01/04/2012,P,,,,,,,0,0,0,0,0,0,0,1
115469,145000000000.0,5.875,115000,180,75,75,1.0,13.0,777.0,N,P,SF,1,S,NC,271,,,N,None,01/11/2006,5.875,8766.84,49180,,,,,,,,,,0,01/02/2021,,,,,,,,,,,,0,,,,,0.0,0,0,,,777.0,153333.33,01/02/2021,P,,,,,,,0,0,0,0,0,0,0,1
115470,145000000000.0,6.25,240000,360,80,90,1.0,35.0,791.0,N,P,SF,1,P,GA,305,,,N,None,01/07/2006,6.25,231552.89,0,,,,,,,,,,0,01/07/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,791.0,300000.0,01/07/2009,P,,,,,,,0,0,0,0,0,0,0,1
115471,145000000000.0,6.375,232000,360,80,80,2.0,28.0,772.0,N,P,PU,1,P,MO,633,,813.0,N,None,01/09/2006,6.375,220562.26,41180,,,,,,,,,,0,01/10/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,772.0,290000.0,01/10/2010,P,,,,,,,0,0,0,0,0,0,0,1
115472,145000000000.0,6.25,220000,180,95,95,1.0,25.0,663.0,N,P,PU,1,P,TX,773,30.0,,N,BPMI,01/08/2006,6.25,191402.18,26420,,,,,,,,,,0,01/07/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,663.0,231578.95,01/07/2009,P,,,,,,,0,0,0,0,0,0,0,1
115473,145000000000.0,6.375,164000,360,78,90,2.0,62.0,708.0,N,C,SF,1,P,ND,586,,688.0,N,None,01/11/2006,6.375,142719.07,0,,,,,,,,,,0,01/10/2015,,,,,,,,,,,,0,,,,,0.0,0,0,,,688.0,210256.41,01/10/2015,P,,,,,,,0,0,0,0,0,0,0,1
115474,145000000000.0,6.375,247000,360,80,95,1.0,44.0,781.0,N,P,PU,1,P,TX,762,,,N,None,01/08/2006,6.375,228642.69,19100,,,,,,,,,,0,01/06/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,781.0,308750.0,01/06/2012,P,,,,,,,0,0,0,0,0,0,0,1
115475,145000000000.0,6.75,137000,360,75,75,1.0,31.0,776.0,N,C,SF,1,P,MI,481,,,N,None,01/09/2006,6.75,135159.28,19820,,,,,,,,,,0,01/02/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,776.0,182666.67,01/02/2008,P,,,,,,,0,0,0,0,0,0,0,1
115476,145000000000.0,6.5,163000,360,70,70,2.0,17.0,769.0,N,P,SF,1,P,WA,988,,795.0,N,None,01/09/2006,6.5,133588.04,0,,,,,,,,,,0,01/08/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,769.0,232857.14,01/08/2010,P,,,,,,,0,0,0,0,0,0,0,1
115477,145000000000.0,5.75,417000,180,58,58,1.0,59.0,764.0,N,C,SF,1,P,MN,550,,,N,None,01/11/2006,5.75,376083.05,33460,,,,,,,,,,0,01/03/2009,01/07/2007,,,,,,,,408105.95,,,0,,,,,0.0,0,0,,,764.0,718965.52,01/03/2009,P,,,,,,,0,0,0,0,1,1,0,1
115478,145000000000.0,6.375,136000,360,80,80,1.0,30.0,760.0,N,C,SF,1,P,MO,631,,,N,None,01/10/2006,6.375,131120.68,41180,,,,,,,,,,0,01/11/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,760.0,170000.0,01/11/2009,P,,,,,,,0,0,0,0,0,0,0,1
115479,145000000000.0,6.0,128000,360,54,54,1.0,31.0,819.0,N,R,CO,1,P,FL,328,,,N,None,01/11/2006,6.0,117296.05,36740,,,,,,,,,,0,01/09/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,819.0,237037.04,01/09/2012,P,,,,,,,0,0,0,0,0,0,0,1
115480,145000000000.0,6.125,236000,360,80,80,1.0,59.0,813.0,N,P,SF,1,P,NC,273,,,N,None,01/10/2006,6.125,230928.89,24660,,,,,,,,,,0,01/09/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,813.0,295000.0,01/09/2008,P,,,,,,,0,0,0,0,0,0,0,1
115481,145000000000.0,6.625,324000,360,80,83,2.0,50.0,727.0,N,P,SF,1,P,OH,458,,804.0,N,None,01/09/2006,6.625,312301.11,30620,,,,,,,,,,0,01/12/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,727.0,405000.0,01/12/2009,P,,,,,,,0,0,0,0,0,0,0,1
115482,145000000000.0,6.375,160000,360,80,80,1.0,,759.0,N,C,SF,1,P,MO,633,,,N,None,01/11/2006,6.375,156268.25,41180,,,,,,,,,,0,01/12/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,759.0,200000.0,01/12/2008,P,,,,,,,0,0,0,0,0,0,0,1
115483,145000000000.0,6.875,280000,360,46,46,1.0,49.0,662.0,N,C,SF,3,P,NY,112,,,N,None,01/12/2006,6.875,274495.8,35620,,,,,,,,,,0,01/12/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,662.0,608695.65,01/12/2008,P,,,,,,,0,0,0,0,0,0,0,1
115484,145000000000.0,6.5,200000,360,42,42,2.0,60.0,801.0,N,P,SF,1,S,NC,278,,808.0,N,None,01/09/2006,6.5,194338.88,0,,,,,,,,,,0,01/04/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,801.0,476190.48,01/04/2009,P,,,,,,,0,0,0,0,0,0,0,1
115485,145000000000.0,6.625,51000,180,68,68,1.0,54.0,647.0,N,C,SF,1,P,TX,797,,,N,None,01/10/2006,6.625,9683.72,0,,,,,,,,,,0,01/12/2017,01/10/2016,,,,,,,,14979.89,,,0,,,,,0.0,0,0,,,647.0,75000.0,01/12/2017,P,,,,,,,0,0,0,0,1,1,0,1
115486,145000000000.0,6.375,222000,360,80,83,2.0,20.0,756.0,N,R,SF,1,P,AL,358,,781.0,N,None,01/07/2006,6.375,215442.61,26620,,,,,,,,,,0,01/01/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,756.0,277500.0,01/01/2009,P,,,,,,,0,0,0,0,0,0,0,1
115487,145000000000.0,6.25,140000,360,80,92,2.0,18.0,706.0,N,P,SF,1,P,UT,841,,740.0,N,None,01/10/2006,6.25,126495.25,41620,,,,,,,,,,0,01/06/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,706.0,175000.0,01/06/2013,P,,,,,,,0,0,0,0,0,0,0,1
115488,145000000000.0,6.375,261000,360,80,94,1.0,41.0,665.0,Y,P,SF,1,P,UT,841,30.0,,N,BPMI,01/07/2006,6.375,258259.26,41620,,,,,,,,,,0,01/09/2007,,,,,,,,,,,,0,,,,,0.0,0,0,,,665.0,326250.0,01/09/2007,P,,,,,,,0,0,0,0,0,0,0,1
115489,145000000000.0,6.5,227000,360,69,77,2.0,49.0,703.0,N,C,SF,1,P,WI,546,,732.0,N,None,01/09/2006,6.5,221032.32,29100,,,,,,,,,,0,01/01/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,703.0,328985.51,01/01/2009,P,,,,,,,0,0,0,0,0,0,0,1
115490,145000000000.0,6.5,175000,360,80,90,2.0,54.0,687.0,N,P,SF,2,P,WI,532,,706.0,N,None,01/09/2006,6.5,167128.18,33340,,,,,,,,,,0,01/05/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,687.0,218750.0,01/05/2010,P,,,,,,,0,0,0,0,0,0,0,1
115491,145000000000.0,6.25,312000,360,80,80,2.0,23.0,814.0,Y,P,SF,1,P,GA,303,,798.0,N,None,01/10/2006,6.25,303449.33,12060,,,,,,,,,,0,01/01/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,798.0,390000.0,01/01/2009,P,,,,,,,0,0,0,0,0,0,0,1
115492,145000000000.0,5.75,358000,360,64,64,2.0,40.0,706.0,N,C,SF,1,P,CA,917,,764.0,N,None,01/10/2006,5.75,337186.21,31100,,,,,,,,,,0,01/11/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,706.0,559375.0,01/11/2010,P,,,,,,,0,0,0,0,0,0,0,1
115493,145000000000.0,6.005,352000,360,81,81,1.0,43.0,713.0,N,R,SF,2,P,IL,606,12.0,,N,LPMI,01/09/2006,6.005,340110.5,16980,,,,,,,,,,0,01/03/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,713.0,434567.9,01/03/2008,P,,,,,,,0,0,0,0,0,0,0,1
115494,145000000000.0,6.125,417000,360,54,54,2.0,34.0,676.0,N,C,SF,1,P,CA,917,,774.0,N,None,01/11/2006,6.125,397566.67,40140,,,,,,,,,,0,01/08/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,676.0,772222.22,01/08/2010,P,,,,,,,0,0,0,0,0,0,0,1
115495,145000000000.0,5.875,195000,360,40,51,2.0,46.0,804.0,N,C,CO,1,P,MD,218,,817.0,N,None,01/10/2006,5.875,189276.08,0,,,,,,,,,,0,01/03/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,804.0,487500.0,01/03/2009,P,,,,,,,0,0,0,0,0,0,0,1
115496,145000000000.0,6.125,183000,360,80,80,1.0,35.0,747.0,N,C,SF,1,P,CA,932,,,N,None,01/11/2006,6.125,169680.83,47300,,,,,,,,,,0,01/04/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,747.0,228750.0,01/04/2012,P,,,,,,,0,0,0,0,0,0,0,1
115497,145000000000.0,6.875,58000,180,85,85,2.0,33.0,753.0,N,C,SF,1,I,IN,472,6.0,758.0,N,BPMI,01/11/2006,6.875,44867.46,18020,,,,,,,,,,0,01/12/2011,,,,,,,,,,,,0,,,,,0.0,0,0,,,753.0,68235.29,01/12/2011,P,,,,,,,0,0,0,0,0,0,0,1
115498,145000000000.0,6.0,182000,360,80,80,1.0,24.0,664.0,Y,P,SF,1,P,TX,752,,,N,None,01/09/2006,6.0,146523.27,19100,,,,,,,,,,0,01/05/2014,,,,,,,,,,,,0,,,,,0.0,0,0,,,664.0,227500.0,01/05/2014,P,,,,,,,0,0,0,0,0,0,0,1
115499,145000000000.0,6.375,210000,360,80,80,2.0,44.0,695.0,N,P,SF,1,P,VT,54,,695.0,N,None,01/08/2006,6.375,208817.36,0,,,,,,,,,,0,01/05/2007,01/04/2007,,,,,,,,208817.36,,,0,,,,,0.0,0,0,,,695.0,262500.0,01/05/2007,P,,,,,,,0,0,0,0,1,1,0,1
115500,145000000000.0,6.75,286000,360,80,80,2.0,17.0,812.0,N,P,CO,1,P,MI,493,,802.0,N,None,01/10/2006,6.75,281044.69,24340,,,,,,,,,,0,01/04/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,802.0,357500.0,01/04/2008,P,,,,,,,0,0,0,0,0,0,0,1
115501,145000000000.0,6.5,262000,360,59,59,2.0,40.0,693.0,N,C,SF,1,P,NJ,74,,701.0,N,None,01/12/2006,6.5,256215.14,35620,,,,,,,,,,0,01/02/2009,01/12/2008,,,,,,,,256481.88,,,0,,,,,0.0,0,0,,,693.0,444067.8,01/02/2009,P,,,,,,,0,0,0,0,1,1,0,1
115502,145000000000.0,6.375,78000,360,80,80,1.0,28.0,752.0,N,P,SF,1,I,TX,787,,,N,None,01/09/2006,6.375,62149.89,12420,,,,,,,,,,0,01/09/2017,,,,,,,,,,,,0,,,,,0.0,0,0,,,752.0,97500.0,01/09/2017,P,,,,,,,0,0,0,0,0,0,0,1
115503,145000000000.0,6.5,140000,360,80,80,2.0,42.0,756.0,N,C,SF,1,P,WI,535,,755.0,N,None,01/11/2006,6.5,121940.32,31540,,,,,,,,,,0,01/11/2015,,,,,,,,,,,,0,,,,,0.0,0,0,,,755.0,175000.0,01/11/2015,P,,,,,,,0,0,0,0,0,0,0,1
115504,145000000000.0,6.625,100000,360,18,18,1.0,48.0,702.0,N,C,SF,1,P,CA,910,,,N,None,01/08/2006,6.625,72270.92,31080,,,,,,,,,,0,01/09/2021,,,,,,,,,,,,0,,,,,0.0,0,0,,,702.0,555555.56,01/09/2021,C,,,,,,,0,0,0,0,0,0,0,1
115505,145000000000.0,6.125,208000,360,38,38,2.0,60.0,695.0,N,R,SF,1,P,NJ,79,,765.0,N,None,01/09/2006,6.125,200372.13,35620,,,,,,,,,,0,01/08/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,695.0,547368.42,01/08/2009,P,,,,,,,0,0,0,0,0,0,0,1
115506,145000000000.0,6.375,397000,360,80,80,1.0,42.0,729.0,N,R,SF,1,P,VA,223,,,N,None,01/09/2006,6.375,364992.72,47900,,,,,,,,,,0,01/07/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,729.0,496250.0,01/07/2012,P,,,,,,,0,0,0,0,0,0,0,1
115507,145000000000.0,6.25,320000,360,69,69,1.0,19.0,774.0,N,R,SF,1,P,MA,24,,,N,None,01/10/2006,6.25,308617.05,14460,,,,,,,,,,0,01/10/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,774.0,463768.12,01/10/2008,P,,,,,,,0,0,0,0,0,0,0,1
115508,145000000000.0,6.5,222000,360,47,47,1.0,32.0,765.0,N,R,SF,1,P,CA,956,,,N,None,01/09/2006,6.5,205111.64,40900,,,,,,,,,,0,01/10/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,765.0,472340.43,01/10/2012,P,,,,,,,0,0,0,0,0,0,0,1
115509,145000000000.0,7.625,78000,360,90,90,2.0,62.0,774.0,N,C,SF,1,P,IL,620,25.0,682.0,N,BPMI,01/09/2006,7.625,49762.11,41180,,,,,,,,,,0,01/12/2017,,,,,,,,,,,,0,,,,,0.0,0,0,,,682.0,86666.67,01/12/2017,P,,,,,,,0,0,0,0,0,0,0,1
115510,145000000000.0,6.125,170000,360,63,90,2.0,61.0,744.0,N,P,SF,1,P,OR,970,,816.0,N,None,01/11/2006,6.125,166065.62,38900,,,,,,,,,,0,01/09/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,744.0,269841.27,01/09/2008,P,,,,,,,0,0,0,0,0,0,0,1
115511,145000000000.0,6.25,340000,360,80,83,1.0,25.0,626.0,N,C,PU,1,P,NC,276,,,N,None,01/10/2006,6.25,307382.96,39580,,,,,,,,,,0,01/01/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,626.0,425000.0,01/01/2012,P,,,,,,,0,0,0,0,0,0,0,1
