,LOAN_ID,orig_rt,orig_amt,orig_trm,oltv,ocltv,num_bo,dti,CSCORE_B,FTHB_FLG,purpose,PROP_TYP,NUM_UNIT,occ_stat,state,zip_3,mi_pct,CSCORE_C,relo_flg,MI_TYPE,ORIG_DTE,LAST_RT,LAST_UPB,msa,FCC_COST,PP_COST,AR_COST,IE_COST,TAX_COST,NS_PROCS,CE_PROCS,RMW_PROCS,O_PROCS,repch_flag,LAST_ACTIVITY_DATE,F30_DTE,F60_DTE,F90_DTE,F120_DTE,F180_DTE,FCE_DTE,F180_UPB,FCE_UPB,F30_UPB,F60_UPB,F90_UPB,MOD_FLAG,FMOD_DTE,FMOD_UPB,MODIR_COST,MODFB_COST,MODFG_COST,MODTRM_CHNG,MODUPB_CHNG,z_num_periods_120,F120_UPB,CSCORE_MN,ORIG_VAL,LAST_DTE,LAST_STAT,COMPLT_FLG,INT_COST,PFG_COST,NET_LOSS,NET_SEV,MODTOT_COST,F180_UPB_dum,F120_UPB_dum,F90_UPB_dum,F60_UPB_dum,F30_UPB_dum,time_arrears_tot,time_default,good_bad
115512,145000000000.0,5.875,392000,180,80,90,1.0,21.0,661.0,Y,P,PU,1,P,TX,770,,,N,None,01/10/2006,5.875,360436.26,26420,,,,,,,,,,0,01/11/2008,01/10/2008,,,,,,,,360436.26,,,0,,,,,0.0,0,0,,,661.0,490000.0,01/11/2008,P,,,,,,,0,0,0,0,1,1,0,1
115513,145000000000.0,6.5,253000,360,56,56,2.0,32.0,735.0,N,C,SF,1,P,CT,67,,751.0,N,None,01/09/2006,6.5,239045.19,0,,,,,,,,,,0,01/03/2011,,,,,,,,,,,,0,,,,,0.0,0,0,,,735.0,451785.71,01/03/2011,P,,,,,,,0,0,0,0,0,0,0,1
115514,145000000000.0,6.625,309000,360,80,95,2.0,40.0,716.0,N,P,PU,1,P,DE,199,,716.0,N,None,01/09/2006,6.625,297817.84,0,,,,,,,,,,0,01/10/2009,01/12/2008,,,,,,,,301351.68,,,0,,,,,0.0,0,0,,,716.0,386250.0,01/10/2009,P,,,,,,,0,0,0,0,1,1,0,1
115515,145000000000.0,6.875,413000,360,70,89,2.0,36.0,694.0,N,R,SF,1,P,GA,300,,696.0,N,None,01/10/2006,6.875,,12060,,,,,,,,,,0,01/04/2007,,,,,,,,,,,,0,,,,,0.0,0,0,,,694.0,590000.0,01/04/2007,P,,,,,,,0,0,0,0,0,0,0,1
115516,145000000000.0,6.0,138000,240,80,80,1.0,34.0,707.0,N,C,SF,1,P,CT,62,,,N,None,01/09/2006,6.0,113547.15,49340,,,,,,,,,,0,01/05/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,707.0,172500.0,01/05/2012,P,,,,,,,0,0,0,0,0,0,0,1
115517,145000000000.0,6.375,248000,240,69,69,2.0,32.0,657.0,N,C,SF,1,P,WA,983,,702.0,N,None,01/08/2006,6.375,102692.36,42660,,,,,,,,,,0,01/04/2019,,,,,,,,,,,,0,,,,,0.0,0,0,,,657.0,359420.29,01/04/2019,P,,,,,,,0,0,0,0,0,0,0,1
115518,145000000000.0,6.5,279000,360,48,48,1.0,34.0,641.0,N,C,SF,1,P,CA,928,,,N,None,01/08/2006,6.5,253400.3,31100,,,,,,,,,,0,01/07/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,641.0,581250.0,01/07/2013,P,,,,,,,0,0,0,0,0,0,0,1
115519,145000000000.0,6.375,85000,360,26,26,1.0,37.0,803.0,N,P,CO,1,P,IL,606,,,N,None,01/09/2006,6.375,73556.25,16980,,,,,,,,,,0,01/11/2015,,,,,,,,,,,,0,,,,,0.0,0,0,,,803.0,326923.08,01/11/2015,P,,,,,,,0,0,0,0,0,0,0,1
115520,145000000000.0,6.625,67000,180,43,43,1.0,30.0,635.0,N,C,PU,1,I,TX,775,,,N,None,01/10/2006,6.625,57533.42,26420,,,,,,,,,,0,01/03/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,635.0,155813.95,01/03/2010,P,,,,,,,0,0,0,0,0,0,0,1
115521,145000000000.0,6.375,300000,360,66,66,2.0,49.0,811.0,N,C,SF,1,P,CA,937,,806.0,N,None,01/09/2006,6.375,287746.62,23420,,,,,,,,,,0,01/03/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,806.0,454545.45,01/03/2009,P,,,,,,,0,0,0,0,0,0,0,1
115522,145000000000.0,6.125,344000,360,80,80,2.0,43.0,652.0,Y,P,SF,1,P,CA,921,,668.0,N,None,01/09/2006,6.125,317839.8,41740,,,,,,,,,,0,01/04/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,652.0,430000.0,01/04/2012,P,,,,,,,0,0,0,0,0,0,0,1
115523,145000000000.0,6.625,97000,360,80,80,1.0,55.0,639.0,N,R,CO,1,P,WI,537,,,N,None,01/08/2006,6.625,94515.64,31540,,,,,,,,,,0,01/01/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,639.0,121250.0,01/01/2009,P,,,,,,,0,0,0,0,0,0,0,1
115524,145000000000.0,7.25,55000,360,34,34,1.0,60.0,653.0,N,C,SF,1,P,ME,40,,,N,None,01/11/2006,7.25,54516.16,38860,,,,,,,,,,0,01/08/2007,,,,,,,,,,,,0,,,,,0.0,0,0,,,653.0,161764.71,01/08/2007,P,,,,,,,0,0,0,0,0,0,0,1
115525,145000000000.0,6.125,158000,360,80,80,2.0,45.0,658.0,N,P,PU,1,P,GA,313,,678.0,N,None,01/10/2006,6.125,147559.61,42340,,,,,,,,,,0,01/12/2011,,,,,,,,,,,,0,,,,,0.0,0,0,,,658.0,197500.0,01/12/2011,P,,,,,,,0,0,0,0,0,0,0,1
115526,145000000000.0,7.375,60000,360,45,45,2.0,,777.0,,P,SF,2,I,ID,836,,770.0,N,None,01/08/2006,7.375,,14260,,,,,,,,,,0,01/03/2007,,,,,,,,,,,,0,,,,,0.0,0,0,,,770.0,133333.33,01/03/2007,P,,,,,,,0,0,0,0,0,0,0,1
115527,145000000000.0,6.75,187000,360,60,60,1.0,31.0,667.0,N,C,CO,1,P,CA,919,,,N,None,01/06/2006,6.75,184136.23,41740,,,,,,,,,,0,01/01/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,667.0,311666.67,01/01/2008,P,,,,,,,0,0,0,0,0,0,0,1
115528,145000000000.0,6.625,115000,360,75,75,2.0,25.0,678.0,N,C,SF,1,P,WY,826,,678.0,N,None,01/09/2006,6.625,106979.52,16220,,,,,,,,,,0,01/03/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,678.0,153333.33,01/03/2010,P,,,,,,,0,0,0,0,0,0,0,1
115529,145000000000.0,6.875,375000,360,52,52,1.0,25.0,787.0,N,P,SF,1,P,PA,189,,,N,None,01/08/2006,6.875,,37980,,,,,,,,,,0,01/01/2007,,,,,,,,,,,,0,,,,,0.0,0,0,,,787.0,721153.85,01/01/2007,P,,,,,,,0,0,0,0,0,0,0,1
115530,145000000000.0,6.125,213000,180,64,64,2.0,40.0,643.0,N,C,PU,1,P,TX,750,,634.0,N,None,01/12/2006,6.125,195518.47,19100,,,,,,,,,,0,01/01/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,634.0,332812.5,01/01/2009,P,,,,,,,0,0,0,0,0,0,0,1
115531,145000000000.0,6.25,143000,360,80,90,2.0,27.0,734.0,N,P,PU,1,P,TX,775,,784.0,N,None,01/10/2006,6.25,128955.64,26420,,,,,,,,,,0,01/07/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,734.0,178750.0,01/07/2012,P,,,,,,,0,0,0,0,0,0,0,1
115532,145000000000.0,6.625,131000,360,93,93,1.0,53.0,694.0,Y,P,PU,1,P,TX,762,35.0,,N,BPMI,01/09/2006,6.625,123316.85,19100,,,,,,,,,,0,01/05/2011,,,,,,,,,,,,0,,,,,0.0,0,0,,,694.0,140860.22,01/05/2011,P,,,,,,,0,0,0,0,0,0,0,1
115533,145000000000.0,6.75,96000,360,80,80,2.0,32.0,792.0,N,P,PU,1,S,NC,281,,806.0,N,None,01/08/2006,6.75,93787.82,0,,,,,,,,,,0,01/10/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,792.0,120000.0,01/10/2008,P,,,,,,,0,0,0,0,0,0,0,1
196382,145000000000.0,6.75,72000,360,70,70,1.0,27.0,671.0,N,C,SF,1,P,MO,631,,,N,None,01/12/2006,6.75,68576.02,41180,10575.41,1186.24,3200.0,4686.74,7381.47,13799.34,0.0,0.0,0.0,0,01/06/2014,01/03/2007,01/09/2008,01/06/2009,01/07/2009,01/07/2011,01/07/2011,68576.02,72000.0,0.0,70813.19,70252.92,0,,,,,0.0,0,0,30.0,70252.92,671.0,102857.14,01/08/2014,F,1.0,15726.77,0.0,97533.31,1.422266,,1,1,1,1,0,4,2,0
197043,145000000000.0,6.25,112000,360,95,95,2.0,32.0,777.0,N,P,SF,1,S,ID,834,30.0,781.0,N,BPMI,01/11/2006,6.25,88721.89,26820,,,,,,,,,,0,01/01/2019,01/08/2010,01/10/2010,01/11/2010,01/12/2010,01/02/2011,01/02/2011,106855.49,112000.0,106988.48,106855.49,106855.49,0,,,,,0.0,0,0,48.0,106855.49,777.0,117894.74,01/01/2019,P,,,,,,,1,1,1,1,1,5,2,0
197261,145000000000.0,6.875,120000,360,62,62,2.0,39.0,612.0,N,C,SF,1,P,FL,334,,627.0,N,None,01/10/2006,4.625,104075.2,33100,,,,,,,,,,0,01/09/2021,01/03/2008,01/09/2008,01/02/2010,01/03/2010,01/05/2010,01/05/2010,115982.21,120000.0,118425.68,117870.2,115982.21,1,01/06/2010,119674.97,45142.56,0.0,0.0,1,1,40.0,115982.21,612.0,193548.39,01/09/2021,C,,,0.0,,,45142.56,1,1,1,1,1,5,2,0
197701,145000000000.0,6.375,150000,360,72,72,2.0,58.0,684.0,N,C,SF,1,P,MN,550,,700.0,N,None,01/11/2006,6.375,135123.3,0,6896.45,16690.44,2850.0,77.38,2258.0,131683.33,0.0,0.0,0.0,0,01/08/2014,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/07/2014,01/07/2014,135123.3,150000.0,135123.3,135123.3,135123.3,0,,,,,0.0,0,0,89.0,135123.3,684.0,208333.33,01/07/2015,F,1.0,12211.77,0.0,44424.01,0.328766,,1,1,1,1,1,5,2,0
197824,145000000000.0,5.99,151000,360,80,95,1.0,53.0,756.0,N,P,CO,1,P,IL,605,,,N,None,01/10/2006,5.99,140542.82,16980,7035.19,9994.85,0.0,294.4,17981.04,72159.4,0.0,0.0,0.0,0,01/12/2014,01/10/2011,01/11/2011,01/12/2011,01/01/2012,01/03/2012,01/03/2012,140542.82,151000.0,140542.82,140542.82,140542.82,0,,,,,0.0,0,0,62.0,140542.82,756.0,188750.0,01/10/2015,F,1.0,32367.01,0.0,136055.91,0.968074,,1,1,1,1,1,5,2,0
200930,145000000000.0,7.375,41000,360,90,90,2.0,59.0,805.0,N,P,SF,1,P,MI,485,25.0,804.0,N,BPMI,01/09/2006,7.375,35114.65,22420,1280.74,4890.27,3500.0,52.71,0.0,285.29,0.0,0.0,50.0,0,01/07/2015,01/05/2015,01/06/2015,,,,01/07/2015,,35114.65,35114.65,35114.65,,0,,,,,0.0,0,0,,,804.0,45555.56,01/01/2016,F,1.0,1850.1,0.0,46353.18,1.320052,,0,0,0,1,1,2,0,1
201962,145000000000.0,6.75,148000,360,62,62,1.0,,708.0,N,C,SF,1,P,MO,630,,,N,None,01/09/2006,6.75,130829.23,41180,,,,,,,,,,0,01/03/2015,01/02/2007,01/01/2013,01/12/2013,,,,,,0.0,136518.6,134549.13,0,,,,,0.0,0,0,,,708.0,238709.68,01/03/2015,P,,,,,,,0,0,1,1,0,2,0,1
202154,145000000000.0,6.375,158000,360,46,46,1.0,51.0,619.0,N,C,SF,1,P,FL,327,,,N,None,01/10/2006,6.375,145744.03,36100,,,,,,,,,,0,01/06/2012,01/10/2007,01/03/2009,,,,,,,156005.8,153444.16,,0,,,,,0.0,0,0,,,619.0,343478.26,01/06/2012,P,,,,,,,0,0,0,1,1,2,0,1
202304,145000000000.0,6.625,165000,360,42,42,1.0,49.0,585.0,N,C,SF,1,I,OR,970,,,N,None,01/11/2006,6.625,162958.0,38900,,,,,,,,,,0,01/03/2008,01/06/2007,01/08/2007,01/09/2007,,,,,,164263.88,164114.24,164114.24,0,,,,,0.0,0,0,,,585.0,392857.14,01/03/2008,P,,,,,,,0,0,1,1,1,3,0,1
202640,145000000000.0,6.875,209000,360,80,93,2.0,40.0,678.0,Y,P,PU,1,P,WV,254,,701.0,N,None,01/08/2006,6.875,187164.97,47900,,,,,,,,,,0,01/09/2014,01/11/2008,01/07/2009,,,,,,,204734.73,203289.22,,0,,,,,0.0,0,0,,,678.0,261250.0,01/09/2014,P,,,,,,,0,0,0,1,1,2,0,1
203407,145000000000.0,5.75,184000,360,55,55,2.0,35.0,672.0,N,P,SF,1,P,MD,219,,753.0,N,None,01/11/2006,5.75,136248.0,37980,,,,,,,,,,0,01/08/2020,,,,,,,,,,,,0,,,,,0.0,0,0,,,672.0,334545.45,01/08/2020,P,,,,,,,0,0,0,0,0,0,0,1
203819,145000000000.0,6.25,200000,360,80,80,1.0,36.0,757.0,N,P,CO,1,P,FL,328,,,N,None,01/12/2006,6.25,126314.79,36740,,,,,,,,,,0,01/05/2020,,,,,,,,,,,,0,,,,,0.0,0,0,,,757.0,250000.0,01/05/2020,P,,,,,,,0,0,0,0,0,0,0,1
207215,145000000000.0,6.625,143000,360,80,80,2.0,49.0,718.0,N,P,SF,1,P,PA,178,,756.0,N,None,01/09/2006,6.625,137224.41,0,,,,,,,,,,0,01/03/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,718.0,178750.0,01/03/2009,P,,,,,,,0,0,0,0,0,0,0,1
207216,145000000000.0,6.25,120000,360,84,84,2.0,26.0,763.0,N,R,SF,1,P,MO,636,12.0,766.0,N,BPMI,01/07/2006,6.25,111692.16,0,,,,,,,,,,0,01/11/2011,,,,,,,,,,,,0,,,,,0.0,0,0,,,763.0,142857.14,01/11/2011,P,,,,,,,0,0,0,0,0,0,0,1
207217,145000000000.0,6.125,200000,360,67,95,2.0,48.0,783.0,N,P,SF,1,P,OK,736,,807.0,N,None,01/09/2006,6.125,197600.61,0,,,,,,,,,,0,01/10/2007,,,,,,,,,,,,0,,,,,0.0,0,0,,,783.0,298507.46,01/10/2007,P,,,,,,,0,0,0,0,0,0,0,1
207218,145000000000.0,6.375,109000,180,80,80,2.0,32.0,678.0,N,C,SF,1,P,WI,546,,676.0,N,None,01/10/2006,6.375,97883.4,0,,,,,,,,,,0,01/04/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,676.0,136250.0,01/04/2009,P,,,,,,,0,0,0,0,0,0,0,1
207219,145000000000.0,6.0,265000,360,73,73,1.0,40.0,771.0,N,P,SF,1,P,MI,481,,,Y,None,01/09/2006,6.0,258753.95,19820,,,,,,,,,,0,01/07/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,771.0,363013.7,01/07/2008,P,,,,,,,0,0,0,0,0,0,0,1
207220,145000000000.0,6.125,306000,360,73,73,2.0,50.0,735.0,N,C,SF,1,P,CA,917,,741.0,N,None,01/09/2006,6.125,300883.38,40140,,,,,,,,,,0,01/02/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,735.0,419178.08,01/02/2008,P,,,,,,,0,0,0,0,0,0,0,1
207221,145000000000.0,6.5,150000,360,32,32,1.0,55.0,742.0,N,C,SF,1,P,MA,21,,,N,None,01/08/2006,6.5,140747.96,14460,,,,,,,,,,0,01/06/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,742.0,468750.0,01/06/2010,P,,,,,,,0,0,0,0,0,0,0,1
207222,145000000000.0,6.125,150000,360,80,90,2.0,48.0,687.0,Y,P,SF,1,P,CO,806,,639.0,N,None,01/09/2006,6.125,135765.86,24540,,,,,,,,,,0,01/05/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,639.0,187500.0,01/05/2013,P,,,,,,,0,0,0,0,0,0,0,1
207223,145000000000.0,7.25,50000,360,59,59,1.0,44.0,698.0,N,C,SF,1,P,AL,359,,,N,None,01/10/2006,7.25,48656.73,0,,,,,,,,,,0,01/02/2009,01/10/2008,,,,,,,,48796.41,,,0,,,,,0.0,0,0,,,698.0,84745.76,01/02/2009,P,,,,,,,0,0,0,0,1,1,0,1
207224,145000000000.0,6.5,220000,360,80,80,1.0,60.0,697.0,N,C,SF,1,P,NY,105,,,N,None,01/09/2006,6.5,207509.84,35620,,,,,,,,,,0,01/05/2011,,,,,,,,,,,,0,,,,,0.0,0,0,,,697.0,275000.0,01/05/2011,P,,,,,,,0,0,0,0,0,0,0,1
207225,145000000000.0,6.25,175000,360,70,70,1.0,40.0,719.0,N,P,SF,1,P,IL,601,,,N,None,01/08/2006,6.25,172394.41,16980,,,,,,,,,,0,01/01/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,719.0,250000.0,01/01/2008,P,,,,,,,0,0,0,0,0,0,0,1
207226,145000000000.0,6.25,168000,360,80,80,1.0,30.0,659.0,N,C,SF,1,P,WA,985,,,N,None,01/12/2006,6.25,151793.27,0,,,,,,,,,,0,01/10/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,659.0,210000.0,01/10/2012,P,,,,,,,0,0,0,0,0,0,0,1
207227,145000000000.0,6.5,130000,360,67,67,2.0,48.0,754.0,N,C,SF,1,P,NE,683,,756.0,N,None,01/08/2006,6.5,125605.62,0,,,,,,,,,,0,01/08/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,754.0,194029.85,01/08/2009,P,,,,,,,0,0,0,0,0,0,0,1
207228,145000000000.0,6.0,332000,360,80,95,2.0,40.0,687.0,N,P,SF,1,P,WA,980,,688.0,N,None,01/10/2006,6.0,326670.07,42660,,,,,,,,,,0,01/01/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,687.0,415000.0,01/01/2008,P,,,,,,,0,0,0,0,0,0,0,1
207229,145000000000.0,6.625,262000,360,80,80,2.0,42.0,689.0,N,C,SF,1,P,FL,335,,679.0,N,None,01/08/2006,6.625,231250.77,45300,,,,,,,,,,0,01/11/2014,,,,,,,,,,,,0,,,,,0.0,0,0,,,679.0,327500.0,01/11/2014,P,,,,,,,0,0,0,0,0,0,0,1
207230,145000000000.0,6.25,142000,360,80,80,1.0,38.0,721.0,N,C,SF,1,P,OR,973,,,N,None,01/11/2006,6.25,109035.15,41420,,,,,,,,,,0,01/06/2015,,,,,,,,,,,,0,,,,,0.0,0,0,,,721.0,177500.0,01/06/2015,P,,,,,,,0,0,0,0,0,0,0,1
207231,145000000000.0,6.0,114000,180,75,75,1.0,45.0,707.0,N,C,SF,1,I,GA,310,,,N,None,01/10/2006,6.0,92793.63,47580,,,,,,,,,,0,01/12/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,707.0,152000.0,01/12/2010,P,,,,,,,0,0,0,0,0,0,0,1
207232,145000000000.0,6.875,106000,360,80,80,1.0,,733.0,N,R,SF,1,I,IL,604,,,N,None,01/11/2006,6.875,98832.11,16980,,,,,,,,,,0,01/01/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,733.0,132500.0,01/01/2012,P,,,,,,,0,0,0,0,0,0,0,1
207233,145000000000.0,7.25,32000,360,90,90,2.0,34.0,781.0,N,P,SF,1,I,CO,807,25.0,775.0,N,BPMI,01/11/2006,7.25,21121.27,0,,,,,,,,,,0,01/03/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,775.0,35555.56,01/03/2013,P,,,,,,,0,0,0,0,0,0,0,1
207234,145000000000.0,6.0,417000,360,70,83,2.0,36.0,786.0,N,P,SF,1,P,IL,604,,794.0,N,None,01/11/2006,6.0,390028.87,16980,,,,,,,,,,0,01/03/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,786.0,595714.29,01/03/2010,P,,,,,,,0,0,0,0,0,0,0,1
207235,145000000000.0,6.875,170000,360,71,71,1.0,38.0,647.0,N,C,CO,1,P,MD,207,,,N,None,01/09/2006,6.875,166336.66,47900,,,,,,,,,,0,01/11/2008,01/09/2008,,,,,,,,166661.49,,,0,,,,,0.0,0,0,,,647.0,239436.62,01/11/2008,P,,,,,,,0,0,0,0,1,1,0,1
207236,145000000000.0,6.75,248000,360,88,88,2.0,32.0,689.0,N,C,SF,1,P,AZ,853,25.0,737.0,N,BPMI,01/10/2006,6.75,231707.12,38060,,,,,,,,,,0,01/02/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,689.0,281818.18,01/02/2012,P,,,,,,,0,0,0,0,0,0,0,1
207237,145000000000.0,6.75,125000,360,26,67,2.0,59.0,788.0,N,C,SF,1,S,GA,302,,787.0,N,None,01/08/2006,6.75,118385.33,31420,,,,,,,,,,0,01/06/2008,,,,,,,,,,,,0,,,,,0.0,0,0,,,787.0,480769.23,01/06/2008,P,,,,,,,0,0,0,0,0,0,0,1
207238,145000000000.0,6.375,137000,360,70,70,2.0,28.0,726.0,N,C,SF,1,P,MO,657,,682.0,N,None,01/10/2006,6.375,134467.93,44180,,,,,,,,,,0,01/03/2008,01/11/2007,,,,,,,,135009.59,,,0,,,,,0.0,0,0,,,682.0,195714.29,01/03/2008,P,,,,,,,0,0,0,0,1,1,0,1
207239,145000000000.0,6.25,139000,360,47,47,1.0,20.0,809.0,N,R,SF,1,P,MI,481,,,N,None,01/10/2006,6.25,831.42,11460,,,,,,,,,,0,01/11/2014,,,,,,,,,,,,0,,,,,0.0,0,0,,,809.0,295744.68,01/11/2014,P,,,,,,,0,0,0,0,0,0,0,1
224785,145000000000.0,6.5,56000,360,80,95,1.0,28.0,683.0,Y,P,SF,1,P,OH,445,,,N,None,01/10/2006,6.5,49745.62,49660,,,,,,,,,,0,01/10/2014,,,,,,,,,,,,0,,,,,0.0,0,0,,,683.0,70000.0,01/10/2014,P,,,,,,,0,0,0,0,0,0,0,1
224786,145000000000.0,6.875,104000,360,90,90,2.0,30.0,760.0,N,P,SF,1,I,UT,840,25.0,762.0,N,BPMI,01/11/2006,6.875,95324.56,36260,,,,,,,,,,0,01/07/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,760.0,115555.56,01/07/2013,P,,,,,,,0,0,0,0,0,0,0,1
224787,145000000000.0,6.125,312000,360,80,80,1.0,,796.0,N,P,PU,1,S,FL,334,,,N,None,01/10/2006,6.125,240649.95,33100,,,,,,,,,,0,01/11/2014,01/05/2013,,,,,,,,252706.22,,,0,,,,,0.0,0,0,,,796.0,390000.0,01/11/2014,P,,,,,,,0,0,0,0,1,1,0,1
224788,145000000000.0,6.375,160000,360,50,50,1.0,51.0,633.0,N,C,SF,1,P,CA,955,,,N,None,01/12/2006,6.375,145724.52,0,,,,,,,,,,0,01/08/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,633.0,320000.0,01/08/2013,P,,,,,,,0,0,0,0,0,0,0,1
224789,145000000000.0,6.75,192000,360,77,77,2.0,40.0,612.0,N,C,SF,1,P,FL,327,,641.0,N,None,01/09/2006,6.75,166148.15,19660,,,,,,,,,,0,01/02/2015,01/08/2009,,,,,,,,183525.01,,,0,,,,,0.0,0,0,,,612.0,249350.65,01/02/2015,P,,,,,,,0,0,0,0,1,1,0,1
224790,145000000000.0,6.625,148000,360,73,90,1.0,30.0,634.0,N,R,SF,1,P,CO,800,,,N,None,01/09/2006,6.625,122702.97,19740,,,,,,,,,,0,01/09/2015,01/12/2009,,,,,,,,142463.34,,,0,,,,,0.0,0,0,,,634.0,202739.73,01/09/2015,P,,,,,,,0,0,0,0,1,1,0,1
227887,145000000000.0,6.875,130000,360,80,80,1.0,51.0,643.0,N,R,SF,1,P,KY,405,,,N,None,01/08/2006,6.875,115244.51,30460,3742.21,0.0,750.0,1088.72,1842.95,68114.07,0.0,0.0,0.0,0,01/06/2016,01/05/2009,01/09/2012,01/10/2012,01/12/2012,01/02/2013,01/02/2013,119841.19,130000.0,125868.42,120004.71,120004.71,0,,,,,0.0,0,0,75.0,119841.19,643.0,162500.0,01/06/2016,S,1.0,12532.84,0.0,67087.16,0.582129,,1,1,1,1,1,5,2,0
228427,145000000000.0,6.5,185000,360,67,67,1.0,33.0,657.0,N,C,PU,1,P,NV,891,,,N,None,01/10/2006,6.5,173201.83,29820,12439.36,7138.0,350.0,2405.72,4744.1,120852.63,0.0,0.0,2800.87,0,01/04/2012,01/12/2009,01/01/2010,01/02/2010,01/03/2010,01/05/2010,01/05/2010,173201.83,185000.0,173201.83,173201.83,173201.83,0,,,,,0.0,0,0,40.0,173201.83,657.0,276119.4,01/08/2012,F,1.0,29292.76,0.0,105918.27,0.611531,,1,1,1,1,1,5,2,0
229947,145000000000.0,6.375,180000,360,72,72,2.0,38.0,735.0,N,C,SF,1,P,UT,847,,684.0,N,None,01/10/2006,6.375,156535.81,41100,,,,,,,,,,0,01/03/2015,01/05/2011,01/01/2012,,,,,,,169573.01,167713.74,,0,,,,,0.0,0,0,,,684.0,250000.0,01/03/2015,P,,,,,,,0,0,0,1,1,2,0,1
231585,145000000000.0,6.875,236000,360,80,80,2.0,35.0,661.0,N,P,PU,1,P,ID,836,,603.0,N,None,01/08/2006,6.875,219719.49,14260,,,,,,,,,,0,01/06/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,603.0,295000.0,01/06/2012,P,,,,,,,0,0,0,0,0,0,0,1
232781,145000000000.0,6.875,72000,360,90,90,2.0,40.0,610.0,N,P,SF,1,P,MN,562,17.0,,N,BPMI,01/08/2006,6.875,68212.94,0,3982.58,2880.0,1030.0,-331.47,1168.0,22939.3,12555.05,0.0,216.0,0,01/04/2011,01/01/2009,01/11/2010,01/12/2010,01/01/2011,01/03/2011,01/03/2011,68212.94,72000.0,69843.73,68212.94,68212.94,0,,,,,0.0,0,0,52.0,68212.94,610.0,80000.0,01/02/2012,F,1.0,6305.43,0.0,47537.13,0.696893,,1,1,1,1,1,5,2,0
234268,145000000000.0,6.875,187000,360,80,80,1.0,33.0,590.0,N,R,SF,1,P,TN,372,,,N,None,01/09/2006,6.875,180686.72,34980,,,,,,,,,,0,01/08/2009,01/10/2008,01/11/2008,01/12/2008,,,,,,181996.58,181996.58,181996.58,0,,,,,0.0,0,0,,,590.0,233750.0,01/08/2009,P,,,,,,,0,0,1,1,1,3,0,1
235079,145000000000.0,6.5,120000,360,71,71,2.0,22.0,781.0,N,P,SF,1,P,NY,145,,770.0,N,None,01/09/2006,6.5,114198.92,40380,,,,,,,,,,0,01/07/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,770.0,169014.08,01/07/2009,P,,,,,,,0,0,0,0,0,0,0,1
